PBA_ID,partido_pdo,nombre_partido,partida,C,S,MZ,PA,SP,TI
PBA_659,131,San Miguel,73524,2,N,157,13,,3
PBA_660,131,San Miguel,73526,2,N,157,15,,3
PBA_661,131,San Miguel,73527,2,N,157,16,,3
PBA_662,131,San Miguel,73528,2,N,157,17,,3
PBA_663,131,San Miguel,73529,2,N,157,18,,3
PBA_664,131,San Miguel,73530,2,N,157,19,,3
PBA_665,131,San Miguel,73532,2,N,158,SP:,,1
PBA_666,131,San Miguel,73538,2,N,159,6,,1
PBA_667,131,San Miguel,73542,2,N,159,10,,1
PBA_668,131,San Miguel,73556,2,N,160,9,,1
PBA_669,131,San Miguel,36429,2,CH,PA:,206,,1
PBA_670,131,San Miguel,74614,2,CH,PA:,324,,1
PBA_671,132,José C.Paz,17738,3,K,157,13,,3
PBA_672,132,José C.Paz,37621,3,Q,45,20,,3
