MAPA ->,GCBA | Propiedades por categoría de uso,,,,,,,,,,,,,,,,
,,Ubicación,,,,,,Categoría de uso y dominio,,,,,,,,,
PROP_0583,Congregación de Las Misioneras de la Sagrada Familia,Cardoso 220,📍maps,CABA,-34.633878,-58.492749,Cardoso 222,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0584,Congregación Hermanas Dominicas. ,Lautaro 802,📍maps,CABA,-34.635934,-58.453499,,,,,,✅,,,Eduardo,"Cedidos a terceros, a definir",Sin relevar
PROP_0585,Congregación Hijas de San José,Avellaneda Av. 2344,📍maps,CABA,-34.624024,-58.463866,Avellaneda Av. 2350,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U9
PROP_0586,Parroquia Nuestra Señora de Loreto,"Diaz, Cnel. Av. S/N",📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0587,Propiedad dependiente de la Parroquia Inmaculada Concepción de Belgrano ,O'Higgins 3,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0588,Propiedad dependiente del Arzobispado,"Salguero, Jeronimo 1858",📍maps,CABA,-34.588517,-58.415072,"Salguero, Jeronimo 1860 | Salguero, Jeronimo 1862",,,,,✅,,,Eduardo,Comerciales,Sin relevar
PROP_0589,Propiedad dependiente de Parroquia San Bernardo,Acevedo (Entre 44 y 62),📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0590,No es del Arzobispado,"Victorica, Benjamin, Gral., Av. 2439",📍maps,CABA,-34.580277,-58.479124,"Victorica, Benjamin, Gral., Av. 2441",,,,,✅,,,Eduardo,No AZB,Sin relevar
PROP_0591,Propiedad perteneciente a la Parroquia Mater Misericordia,Moreno 3202,📍maps,CABA,-34.614097,-58.411463,Moreno 3208,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0592,Propiedad Comercial del Arzobispado,"Castro, Emilio 4891",📍maps,CABA,-34.642886,-58.493639,,,,,,✅,,,Eduardo,Comerciales,Sin relevar
PROP_0593,INSTITUTO PARROQUIAL DE LA MERCED DEL ARZOBISPADO DE BUENOS ,Viamonte 318,📍maps,CABA,-34.599629,-58.371721,,,,,,✅,✅,✅,"Relevamiento, Eduardo, Entes dependientes",Escuela,U5
PROP_0594,,"Brown, Alte. Av. 638",📍maps,CABA,-34.630555,-58.362851,,,,,,✅,,,Eduardo,a definir,Sin relevar
PROP_0595,INSTITUTO NUESTRA SRA DE MONTSERRAT,Belgrano Av. 1344,📍maps,CABA,-34.613462,-58.385315,,,,,,✅,✅,✅,"Relevamiento, Eduardo, Entes dependientes",Escuela,U6
PROP_0596,INSTITUTO NUESTRA SEÑORA DEL CARMEN,Cullen 5193,📍maps,CABA,-34.573217,-58.488569,,,,,,✅,,✅,"Eduardo, Entes dependientes",Escuela,Sin relevar
PROP_0597,INSTITUTO SAN JOSE DE FLORES,"Bonifacio, Jose 2485",📍maps,CABA,-34.63264,-58.462174,"Bonifacio, Jose 2475",,,,,✅,✅,✅,"Relevamiento, Eduardo, Entes dependientes",Escuela,U6
PROP_0598,Escuela Parroquial Nuestra Señora del Socorro,Suipacha 1241,📍maps,CABA,-34.593254,-58.380031,,,,,,✅,✅,,"Relevamiento, Eduardo",Escuela,U5
PROP_0599,INSTITUTO DULCISIMO NOMBRE DE JESUS,"Larralde, Crisologo Av. 4841",📍maps,CABA,-34.560561,-58.490497,,,,,,✅,,✅,"Eduardo, Entes dependientes","Escuela, Parroquia y anexos",Sin relevar
PROP_0600,Ateneo Félix Marino dependiente del Circulo de Obreros Católicos,Habana 4542,📍maps,CABA,-34.601928,-58.519928,,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U5
PROP_0601,Club Deportivo Circulo de Obreros Católicos,"Gutierrez, Ricardo 4557",📍maps,CABA,-34.602691,-58.519949,,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0602,Fundación Universidad Católica Argentina Santa María de los Buenos Aires. Comodato,Arenales 1877,📍maps,CABA,-34.594703,-58.394299,,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0603,Porpiedad dependiente de la Parroquia Santa Adela,Clay 2885,📍maps,CABA,-34.573661,-58.430949,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0604,Propiedad dependiente de Congregación Hermanas Adoratrices,Parral (Ahora Honorio Pueyrredón,📍maps,CABA,,,,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0605,Propiedad dependiente de Congregación Hermanas Adoratrices,Virasoro S/N,📍maps,CABA,,,,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0606,Congregación Hermanas de Nuestra Señora del Perpetuo Socorro,Miranda 5774,📍maps,CABA,-34.630003,-58.513692,,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U6
PROP_0607,Congregación Hermanas de Nuestra Señora del Rosario,"Valle, Aristobulo Del 1979",📍maps,CABA,-34.63665,-58.378525,,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U5
PROP_0608,Congregación Hermanas de Nuestra Señora del Rosario,386,📍maps,CABA,,,,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0609,Congregación Hermanas Nuestra Señora del Rosario,Herrera 583,📍maps,CABA,-34.636335,-58.378316,,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U7
PROP_0610,Propiedad dependiente del arzobispado,Avellaneda Av. 2655,📍maps,CABA,-34.625229,-58.468204,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0611,Propiedad perteneciente al Arzobispado. Hogar de Cristo,Directorio Av. 2208,📍maps,CABA,-34.632687,-58.457835,,,,,,✅,✅,,"Relevamiento, Eduardo",Instituciones diocesanas propias,U5
PROP_0612, Hogar Sacerdotal del Arzobispado de Buenos Aires,"Aranguren, Juan F., Dr. y Condarco",📍maps,CABA,-34.624328,-58.469392,,,,,,✅,,,Eduardo,Instituciones diocesanas propias,Sin relevar
PROP_0613,Propiedad dependiente del Hogar Sacerdotal ,Estado Plurinacional De Bolivia 550,📍maps,CABA,-34.624391,-58.467884,,,,,,✅,,,Eduardo,Instituciones diocesanas propias,Sin relevar
PROP_0614,Propiedad dependiente del Arzobispado,"Alsina, Adolfo 533",📍maps,CABA,-34.610246,-58.373899,"Alsina, Adolfo 547",,,,,✅,✅,,"Relevamiento, Eduardo",Comerciales,U5
PROP_0615,Propiedad dependiente del Hogar Sacerdotal ,"Roca, Julio A., Presidente Diagonal Sur Av. 542",📍maps,CABA,-34.609727,-58.374057,,,,,,✅,,,Eduardo,Comerciales,Sin relevar
PROP_0616,Iglesia Catòlica Rusa,Guemes 2962,📍maps,CABA,-34.592116,-58.40857,,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U5
PROP_0617,Iglesia Santa Felicitas,Pinzon 1480,📍maps,CABA,-34.636905,-58.372352,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0618,Iglesia Santa Felicitas,Pinzón S/N,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0619,Propiedad destinada a la Compañía del Divino Maestro,"Alvear, Marcelo T. De 1733",📍maps,CABA,-34.597179,-58.392332,,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U5
PROP_0620,Propiedad de la Parroquia Santa Lucía y el Colegio Parroquial. Barracas. ,Alegria S/N,📍maps,CABA,,,,,,,,✅,,,Eduardo,"Parroquia y anexos, Escuela",Sin relevar
PROP_0621,Propiedad pertenece a Asociacion Madres de Desamparados y San José de la Montaña,Habana 4192,📍maps,CABA,-34.599157,-58.515436,Habana 4194,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0622,Colegio Instituto de enseñanza Misioneros Claretianos,San Blas 1610,📍maps,CABA,-34.603575,-58.465216,San Blas 1640,,,,,✅,✅,,"Relevamiento, Eduardo","Cedidos a terceros, Escuela",U7
PROP_0623,Colegio Instituto de Hermanos Cristianos,Belgrano Av. 1560,📍maps,CABA,-34.613672,-58.388303,,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0624,Colegio. Instituto Educativo C.E.A.E.S.,"Acuña De Figueroa, Francisco 1750",📍maps,CABA,-34.59083,-58.420399,,,,,,✅,,,Eduardo,"Escuela, Cedidos a terceros",Sin relevar
PROP_0625,Colegio Instituto Educativo Rosa Anchorena de Ibañez,San Juan Av. 1762,📍maps,CABA,-34.622772,-58.390757,San Juan Av. 1764 | San Juan Av. 1770 | San Juan Av. 1772,,,,,✅,✅,,"Relevamiento, Eduardo","Escuela, Instituciones diocesanas propias",U5
PROP_0626,Propiedad dependiente de la Parroquia San Pedro Apostol,Lascano y Bermudez,📍maps,CABA,-34.619991,-58.508829,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0627,Colegio Instituto Parroquial Madre de Dios,"Alvarez, Crisostomo 4664",📍maps,CABA,-34.662359,-58.475381,,,,,,✅,,,Eduardo,Escuela,Sin relevar
PROP_0628,INSTITUTO SAN ROBERTO,Estado Plurinacional De Bolivia 667,📍maps,CABA,-34.623283,-58.468274,,,,,,✅,✅,✅,"Relevamiento, Eduardo, Entes dependientes",Escuela,U6
PROP_0629,Jardín de Infantes de la Parroquia Santo Cristo,,📍maps,CABA,-34.62983,-58.355694,,,,,,✅,,,Eduardo,"Parroquia y anexos, Comodato GCBA",Sin relevar
PROP_0630,Colegio Regina Virginum de Congregación Adoratrices Argentinas,"Pueyrredon, Honorio, Dr. Av. 1300",📍maps,CABA,-34.605625,-58.447223,,,,,,✅,,,Eduardo,"Cedidos a terceros, Escuela",Sin relevar
PROP_0631,COMISION ARQUIDIOCESANA DE MINORIDAD,Republica Bolivariana De Venezuela 4143,📍maps,CABA,-34.617799,-58.423411,Republica Bolivariana De Venezuela 4145,,,,,✅,✅,✅,"Relevamiento, Eduardo, Entes dependientes",Instituciones diocesanas propias,U5
PROP_0632,NUESTRA SEÑORA DE LOS MILAGROS DE CAACUPE,"Cruz, Osvaldo S/N",📍maps,CABA,,,,,,,,✅,,✅,"Eduardo, Entes dependientes",Parroquia y anexos,Sin relevar
PROP_0633,Colegio Parroquial Nuestra Señora de la Misericordia,Fonrouge 2869,📍maps,CABA,-34.664253,-58.483692,,,,,,✅,,,Eduardo,Escuela,Sin relevar
PROP_0634,Parroquia Asunción de la Santísima Virgen,Franklin 2173,📍maps,CABA,-34.61683,-58.465181,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0635,Propiedad dependiente de Misión Católica de Migraciones,Laprida 930,📍maps,CABA,-34.597614,-58.409265,,,,,,✅,✅,,"Relevamiento, Eduardo",No AZB,U2
PROP_0636,Misión Católica Eslovena en Argentina,"Falcon, Ramon L.,Cnel. 4154",📍maps,CABA,-34.636116,-58.485416,"Falcon, Ramon L.,Cnel. 4150 | Falcon, Ramon L.,Cnel. 4158",,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U5
PROP_0637,Monasterio Carmelitas Descalzas,Amenábar y Ushuaia,📍maps,CABA,,,,,,,,✅,,,Eduardo,Cedidos a terceros,Sin relevar
PROP_0638,Capilla San Luis depende de Parroquia Nuestra Señora de las Mercedes.,Blandengues Esq. Monroe,📍maps,CABA,,,,,,,,✅,,,Eduardo,"Cedidos a terceros, Parroquia y anexos",Sin relevar
PROP_0639,OBRAS MISIONALES PONTIFICIAS,Medrano Av. 735,📍maps,CABA,-34.601566,-58.420667,Medrano Av. 737 | Medrano Av. 739,,,,,✅,✅,✅,"Relevamiento, Eduardo, Entes dependientes",Cedidos a terceros,U5
PROP_0640,Propiedad pertenciente a Parroquia Nuestra señra de las Victorias,Libertad 850,📍maps,CABA,-34.598602,-58.384115,Libertad 870,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0641,Parroquia Santa María,La Plata Av. 282,📍maps,CABA,-34.618066,-58.428494,La Plata Av. 296,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0642,Parroquia Asunción de la Santísima Virgen,Gavilan 1137,📍maps,CABA,-34.616576,-58.465474,Gavilan 1149,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0643,Parroquia Corpus Domini,Garcia De Cossio 5550,📍maps,CABA,-34.640176,-58.508774,,,,,,✅,✅,,"Relevamiento, Eduardo","Parroquia y anexos, a definir",U5
PROP_0644,Parroquia Cristo Obrero y San Blas. Soldati,Condor y Lafuente,📍maps,CABA,-34.66347,-58.437875,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0645,Capilla Nuestra Señora del Buen Consejo dependiente de la parroquia Natividad de María Santísima ,Santa Elena y Villarino,📍maps,CABA,-34.65496,-58.381993,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0646,Parroquia Cristo Rey,Cochrane 2371,📍maps,CABA,-34.576091,-58.501995,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0647,No es del Arzobispado,Terrada 5435,📍maps,CABA,-34.579737,-58.506298,,,,,,✅,,,Eduardo,No AZB,Sin relevar
PROP_0648,Parroquia Nuestra Señora del Carmen (Lugano). Villa 15,Villa 15 Barrio Gral Belgrano,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0649,Propiedad dependiente de la Parroquia Imnaculada Virgen de Fátima,5656,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0650,Parroquia Inmaculada Concepción Centro,Tacuari 870,📍maps,CABA,-34.618264,-58.378707,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0651,Parroquia Jesús de Nazaret,,📍maps,CABA,-34.62983,-58.355694,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0652,Parroquia Jesús de Nazaret,"Pomar, Gregorio Tte. Cnel. S/N",📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0653,Parroquia Jesús Salvador,"Fernandez De La Cruz, F., Gral. Av. 5570",📍maps,CABA,-34.680869,-58.467359,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0654,Parroquia La Consolata,"Alvarez, Donato, Tte. Gral. Av. 2060",📍maps,CABA,-34.603675,-58.464615,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0655,Parroquia Madre de Dios,Escalada Av. y Zuviria,📍maps,CABA,-34.660163,-58.475869,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0656,Parroquia Natividad de María Santísima,San Antonio 551,📍maps,CABA,-34.648684,-58.378419,San Antonio 565,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0657,Propiedad dependiente de la Parroquia San Juan Evangelista,Garibaldi 2032,📍maps,CABA,-34.644297,-58.3608,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0658,Parroquia Navidad del Señor,"Arenal, Concepcion 2545",📍maps,CABA,-34.57567,-58.438783,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0659,Parroquia Niño Jesús,Derqui Av. E/ Murguiondo y Leguizamón,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0660,Parroquia Nuestra Señora De BALVANERA,Azcuenaga 126,📍maps,CABA,-34.608215,-58.400629,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0661,Parroquia Nuestra Señora de La Candelaria,Progreso S/N (Hoy Bogotá),📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0662,Parroquia Nuestra Señora de la Merced,"Peron, Juan Domingo, Tte. Gral. y Reconquista",📍maps,CABA,-34.605509,-58.372333,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0663,Colegio. INSTITUTO SAN ROMAN,Juramento 1380,📍maps,CABA,-34.555956,-58.446397,,,,,,✅,,,Eduardo,"Escuela, No AZB",Sin relevar
PROP_0664,Parroquia Nuestra Señora de Las Mercedes,Echeverria 1361,📍maps,CABA,-34.556715,-58.44543,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0665,Parroquia Nuestra Señora de Las Mercedes,Migueletes 2039,📍maps,CABA,-34.556527,-58.446199,Migueletes 2095,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0666,Propiedad dependiente de Cáritas Bs. As.,Conde 790,📍maps,CABA,-34.577573,-58.450383,Conde 792,,,,,✅,,,Eduardo,Cáritas,Sin relevar
PROP_0667,Parroquia Nuestra Señora de Los Desamparados.,Fernandez 596,📍maps,CABA,-34.6419,-58.483409,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0668,Parroquia Nuestra Señora de Lourdes Belgrano,Monroe Av. 3216,📍maps,CABA,-34.563163,-58.467648,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0669,Parroquia Nuestra Señora de Luján Porteño,Pergamino 940,📍maps,CABA,-34.642434,-58.469626,Pergamino 946,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0670,Parroquia Nuestra Señora del Rosario del Milagro,Piedrabuena (Complejo Habitacional),📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0671,Parroquia Nuestra Señora del Rosario del Milagro,"Alvarez, Crisostomo y Montiel",📍maps,CABA,-34.677286,-58.492317,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0672,Parroquia Resurrección del Señor,"Newbery, Jorge Av. 3920",📍maps,CABA,-34.587234,-58.450219,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0673,Propiedad dependiente de la Parroquia San Alfonso,Bucarelli y Hamburgo,📍maps,CABA,-34.584486,-58.480836,,,,,,✅,,,Eduardo,"Parroquia y anexos, a definir",Sin relevar
PROP_0674,Parroquia San Alfonso María de Ligorio,"Sofía, Barzana",📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0675,Propiedad dependiente de Cáritas Bs. As.,Chacabuco 1345,📍maps,CABA,-34.623969,-58.375567,,,,,,✅,✅,,"Relevamiento, Eduardo",Cáritas,U9
PROP_0676,Parroquia San Cosme y San Damián,Montiel 1074,📍maps,CABA,-34.650875,-58.525611,Montiel 1076 | Montiel 1078,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0677,Parroquia San Felipe Neri,"Andalgala y Rodo, Jose E.",📍maps,CABA,-34.661548,-58.507706,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0678,Parroquia San Francisco Javier,Nicaragua 4835,📍maps,CABA,-34.586372,-58.427417,Nicaragua 4849,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0679,Propiedad dependiente de Cáritas Bs. As.,"Melo, Carlos F. 231",📍maps,CABA,-34.640572,-58.364656,,,,,,✅,,,Eduardo,Cáritas,Sin relevar
PROP_0680,Parroquia San Isidro Labrador,San Isidro S/N,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0681,Parroquia San José de Flores,Salala 60,📍maps,CABA,-34.629709,-58.463228,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0682,Parroquia San Juan Bautista,"Carril, Salvador Maria Del Av. 4746",📍maps,CABA,-34.605048,-58.521234,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0683,Propiedad dependiente de Cáritas Bs. As.,Azcuenaga 27,📍maps,CABA,-34.609369,-58.400456,,,,,,✅,,,Eduardo,Cáritas,Sin relevar
PROP_0684,Propiedad perteneciente a la Parroquia San Juan María Vianney,"Rivas, Gral. 2363",📍maps,CABA,-34.598824,-58.482568,"Rivas, Gral. 2365",,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0685,Parroquia San Lorenzo,"Diaz, Avelino y Doblas",📍maps,CABA,-34.635316,-58.427533,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0686,Parroquia San Rafael,"Fahy, Padre S/N",📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0687,Parroquia San Rafael,"Varela, Jose Pedro 5251",📍maps,CABA,-34.615008,-58.522619,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0688,Parroquia San Rafael,"Varela, José Pedro S/N",📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0689,Propiedad pertenenciente a la Parroquia San Ramón Nonato,"Magariños Cervantes, A. 4910",📍maps,CABA,-34.627716,-58.501971,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0690,Parroquia Santa Clara,Zuviria y Culpina,📍maps,CABA,-34.64318,-58.456308,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0691,Parroquia Santa Clara,Zuviria y Varela Av.,📍maps,CABA,-34.642479,-58.455359,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0692,Parroquia Santa Elena,3350,📍maps,CABA,,,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0693,Parroquia Santa Elisa,Andalucía S/N (Ambrosio Olmos),📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0694,Parroquia Santa Elisa,Saladillo Esq. Pasaje Andalucía,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0695,Parroquia Santa Lucía (Barracas),"Montes De Oca, Manuel Av. 76",📍maps,CABA,-34.629227,-58.377417,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0696,INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA UNIDAD,Nueva York 2467,📍maps,CABA,-34.588294,-58.492592,,,,,,✅,✅,✅,"Relevamiento, Eduardo, Entes dependientes",Parroquia y anexos,U5
PROP_0697,Parroquia Santa Margarita María de Alacoque,Deheza 4953,📍maps,CABA,-34.552372,-58.497582,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0698,Parroquia Santa Rita,"Albarracin De Sarmiento, Paula y Llavallol",📍maps,CABA,-34.615095,-58.487062,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0699,Parroquia Santísimo  Redentor,Juncal y Larrea,📍maps,CABA,-34.592001,-58.399965,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0700,Parroquia Santo Cristo,Tabare y Lafuente,📍maps,CABA,-34.662814,-58.438701,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0701,PARROQUIA PRESENTACION DEL SEÑOR ,Melian Av. y Ruiz Huidobro,📍maps,CABA,-34.549608,-58.484014,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0702,Parroquia Santo Cristo,"Suarez, Jose Leon y Fernandez De La Cruz, F., Gral. Av.",📍maps,CABA,-34.68963,-58.477622,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0703,INSTITUTO MATER DOLOROSA,Mercedes 4734,📍maps,CABA,-34.595228,-58.517399,,,,,,✅,,✅,"Eduardo, Entes dependientes",Parroquia y anexos,Sin relevar
PROP_0704,Parroquia Tránsito de San José,Leguizamòn S/N,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0705,Parroqua San Saturnino y San Judas Tadeo,Valencia 2087,📍maps,CABA,-34.643975,-58.438329,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0706,Parroquia Tránsito de San José,"Castro, Emilio Av. 6351",📍maps,CABA,-34.650039,-58.511423,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0707,Parroquia San Vicente de Paul,Artigas Manuel De 6132,📍maps,CABA,-34.651779,-58.504795,Artigas Manuel De 6140,,,,,✅,✅,,"Relevamiento, Eduardo","Parroquia y anexos, Escuela",U5
PROP_0708,Parroquia Nuestra Señora de la Salud,Bruselas 1022,📍maps,CABA,-34.625276,-58.523871,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0709,Propiedad que pertenece a la Compañía del Divino Maestro,Peru 555,📍maps,CABA,-34.61446,-58.374666,,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U7
PROP_0710,Propiedad dependiente de la Parroquia de la Inmaculada Concepción,"Irigoyen, Bernardo De 454",📍maps,CABA,-34.613639,-58.380403,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0711,Propiedad dependiente de la Parroquia Nuestra Señora del Socorro,"Pellegrini, Carlos 1535",📍maps,CABA,-34.590139,-58.381221,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U7
PROP_0712,Propiedad dependiente de la Parroquia Santa Lucía de Barracas,Modelell; Brown; Alegria . Av. Montes De Ocs,📍maps,CABA,,,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0713,Propiedad dependiente de las Hermanas Nuestra Señora del Rosario,Herrera 370,📍maps,CABA,-34.634521,-58.378802,Herrera 386,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U5
PROP_0714,Propiedad dependiente de la Colectividad Coreana Católica.,Saraza 1145,📍maps,CABA,-34.63826,-58.433534,Saraza 1147 | Saraza 1149,,,,,✅,✅,,"Relevamiento, Eduardo",Cedidos a terceros,U5
PROP_0715,Propiedad dependiente de Caritas,3433,📍maps,CABA,,,,,,,,✅,,,Eduardo,Cáritas,Sin relevar
PROP_0716,"Propiedad de la Liga de Madres de Familia, la adquiere el Arzobispado por no poseer personería",Tucuman 1889,📍maps,CABA,-34.602006,-58.393814,,,,,,✅,✅,,"Relevamiento, Eduardo",Instituciones diocesanas propias,U5
PROP_0717,Propiedad dependiente de la Parroquia Buen Pastor,Colpayo 490,📍maps,CABA,-34.614747,-58.442359,,,,,,✅,,,Eduardo,Parroquia y anexos,Sin relevar
PROP_0718,Propiedad dependiente de la Parroquia San Bernardo,Gurruchaga 593,📍maps,CABA,-34.596503,-58.440388,,,,,,✅,✅,,"Relevamiento, Eduardo",Parroquia y anexos,U5
PROP_0719,Propiedad dependiente del Seminario Metropolitano,Entre Rios Av. 284,📍maps,CABA,-34.612466,-58.391672,Entre Rios Av. 294,,,,,✅,✅,,"Relevamiento, Eduardo",Instituciones diocesanas propias,U5
PROP_0720,Propiedad destinada al Seminario Metropolitano de Villa Devoto,Sarandi 307,📍maps,CABA,-34.613095,-58.394765,Sarandi 315,,,,,✅,,,Eduardo,Instituciones diocesanas propias,Sin relevar
PROP_0721,Propiedad dependiente del Arzobispado,"Somellera , Lautaro S/N",📍maps,CABA,,,,,,,,✅,,,Eduardo,Instituciones diocesanas propias,Sin relevar
PROP_0722,Propiedad dependiente del Arzobispado,"Somellera, Lautaro S/N",📍maps,CABA,,,,,,,,✅,,,Eduardo,Instituciones diocesanas propias,Sin relevar
